id,route_or_scope,page_or_context,source_file,line,placement,original_text,purpose,background,polish_notes
C098,/share/[cardId],关系分享卡,src/app/share/[cardId]/page.tsx,32,标签/状态,一理一感刚好互补,给指标、状态、角色或来源提供短标签。,把第一次关系成立包装成可保存/分享的纪念场景。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C099,/share/[cardId],关系分享卡,src/app/share/[cardId]/page.tsx,32,标签/状态,理性的思考，感性的温度，让世界更完整。,给指标、状态、角色或来源提供短标签。,把第一次关系成立包装成可保存/分享的纪念场景。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C100,/share/[cardId],关系分享卡,src/app/share/[cardId]/page.tsx,35,标签/状态,工具猫 × {DEMO_FIXTURE.match.candidate.displayName},给指标、状态、角色或来源提供短标签。,把第一次关系成立包装成可保存/分享的纪念场景。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C101,/share/[cardId],关系分享卡,src/app/share/[cardId]/page.tsx,35,标签/状态,从不同的角度，看见更大的世界。,给指标、状态、角色或来源提供短标签。,把第一次关系成立包装成可保存/分享的纪念场景。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C102,/share/[cardId],关系分享卡,src/app/share/[cardId]/page.tsx,39,CTA/导航,回我的窝,推动下一步操作或页面跳转。,把第一次关系成立包装成可保存/分享的纪念场景。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C103,GLOBAL,全局壳层,src/app/layout.tsx,6,标题,谢邀喵,建立页面/卡片主命题与注意力层级。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C104,GLOBAL,全局壳层,src/app/layout.tsx,7,其他固定 UI 文案,用你的知乎人格，孵化一只会替你说话的赛博宠物。,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C105,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,58,CTA/导航,开幕,推动下一步操作或页面跳转。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C106,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,65,CTA/导航,开幕,推动下一步操作或页面跳转。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C107,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,73,CTA/导航,回我的窝,推动下一步操作或页面跳转。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C108,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,75,其他固定 UI 文案,看看它今天叼了什么,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C109,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,83,CTA/导航,开幕,推动下一步操作或页面跳转。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C110,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,84,CTA/导航,先看看这个世界,推动下一步操作或页面跳转。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C111,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,189,其他固定 UI 文案,正在确认知乎登录状态……,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C112,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,210,其他固定 UI 文案,重置演示,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C113,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,250,标题,公开创作,建立页面/卡片主命题与注意力层级。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C114,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,250,标题,写过什么？,建立页面/卡片主命题与注意力层级。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C115,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,250,标题,关注,建立页面/卡片主命题与注意力层级。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C116,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,250,标题,关注谁？,建立页面/卡片主命题与注意力层级。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C117,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,250,标题,收藏什么？,建立页面/卡片主命题与注意力层级。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C118,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,253,其他固定 UI 文案,公开创作,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C119,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,255,其他固定 UI 文案,关注,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C120,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,264,其他固定 UI 文案,发现：${source.finding},页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C121,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,266,其他固定 UI 文案,正在读取知乎成分……,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C122,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,267,其他固定 UI 文案,等待上一项完成,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C123,GLOBAL + / + activation,全局壳层,src/features/demo/client.tsx,272,说明正文,正在拼出你的社交气味…,解释机制、原因、边界或当前发生了什么。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C124,GLOBAL shell/navigation,全局壳层,src/features/demo/components.tsx,18,其他固定 UI 文案,窝,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C125,GLOBAL shell/navigation,全局壳层,src/features/demo/components.tsx,18,其他固定 UI 文案,首页,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C126,GLOBAL shell/navigation,全局壳层,src/features/demo/components.tsx,19,其他固定 UI 文案,逛,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C127,GLOBAL shell/navigation,全局壳层,src/features/demo/components.tsx,19,其他固定 UI 文案,探索,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C128,GLOBAL shell/navigation,全局壳层,src/features/demo/components.tsx,20,其他固定 UI 文案,遇见,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C129,GLOBAL shell/navigation,全局壳层,src/features/demo/components.tsx,21,其他固定 UI 文案,图鉴,页面可见的固定文字或开发/兜底可见文本。,品牌、导航、通用状态、无障碍文案。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
